"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/media/0/additional_media_info/monetizable","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/duration_millis","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/media/0/video_info/variants/1/bitrate","entities/media/0/video_info/variants/1/content_type","entities/media/0/video_info/variants/1/url","entities/media/0/video_info/variants/2/bitrate","entities/media/0/video_info/variants/2/content_type","entities/media/0/video_info/variants/2/url","entities/media/0/video_info/variants/3/bitrate","entities/media/0/video_info/variants/3/content_type","entities/media/0/video_info/variants/3/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","media/video/0/variants/1/bitrate","media/video/0/variants/1/content_type","media/video/0/variants/1/url","media/video/0/variants/2/bitrate","media/video/0/variants/2/content_type","media/video/0/variants/2/url","media/video/0/variants/3/bitrate","media/video/0/variants/3/content_type","media/video/0/variants/3/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"true","false","All governments suffer a recurring problem: Power attracts pathological personalities. - Frank Herbert, Dune","https://pbs.twimg.com/profile_images/1287025521696681984/0Q2XKy33_normal.jpg","saxe17","15273709","saxe17","337","0","1498387536032399361","Tue Jun 13 04:01:21 +0000 2023","Liars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668468576720658433","en","33",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Liars","1192"
"true","true","","https://pbs.twimg.com/profile_images/2001954777849102336/dbdNBP_I_normal.jpg","David Carrez","950255548817174528","DavidCarrez","293","0","1498387536032399361","Mon Jun 12 10:05:38 +0000 2023","Prison.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668197862436483074","fr","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov Prison.","1204"
"false","true","#patriot #MAGA Saved by the Blood of Jesus. Be strong in the Lord and in his mighty power. Put on the full armor of #God. Ephesians 6:10-18","https://pbs.twimg.com/profile_images/1810813087571755008/7CcCnazp_normal.jpg","🇺🇸 LouP","1595421418493181954","AllyCapitalMgt","4478","0","1498387536032399361","Sun Jun 11 16:48:07 +0000 2023","Who believes this?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667936761111011329","en","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2","0","active","@CDCgov Who believes this?","1479"
"false","true","Journalism and the environment","https://pbs.twimg.com/profile_images/2182607565/Quoddy_Dam_normal.gif","Quoddy","568605768","Quoddy1","97","0","1498387536032399361","Tue Mar 01 18:06:28 +0000 2022","What about the evidence n Maine and Massachusetts with segregated death rates showing the vaccinated twice as likely to die. And that was true nationally with the breakthroughs in the first four months of the year as well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498721344648740865","en","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","3","active","@CDCgov What about the evidence n Maine and Massachusetts with segregated death rates showing the vaccinated twice as likely to die. And that was true nationally with the breakthroughs in the first four months of the year as well.",
"false","true","","https://pbs.twimg.com/profile_images/1959588351838695424/GsPUrvtR_normal.jpg","hairy","1630567094960922629","hairyC3","201","0","1498387536032399361","Sun Jun 11 09:16:33 +0000 2023","eugenicists",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667823121477320704","ca","27",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov eugenicists","978"
"false","false","“All political power is inherent in the people by decree of God, thus none can exist except it be derived from them” American Maxim 51o","https://pbs.twimg.com/profile_images/1867420176976949248/dNMf7RD2_normal.jpg","Dani: wife 🩷mom of 3🩷🩷🩷Jesus is King 👑","3005394193","WontGoGently","1553","0","1498387536032399361","Tue Jun 13 15:38:53 +0000 2023","Ask the CDC about Maddie De Garay. 

https://t.co/CuahymxyGN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rumble.com/v1fpa69-rigged…","https://rumble.com/v1fpa69-rigged-maddie-de-garays-story-the-highwire.html","45","68","https://t.co/CuahymxyGN","146569971","0","7","CDC","CDCgov",,,,,,"1668644114995515392","en","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","5","active","@CDCgov Ask the CDC about Maddie De Garay. 

https://t.co/CuahymxyGN","387"
"false","true","","https://pbs.twimg.com/profile_images/1591118944403849218/WtEZhqhs_normal.jpg","Bobbi Smith","1345511781448495106","BobbiSm21180790","20","0","1498387536032399361","Mon Feb 28 22:26:39 +0000 2022","Where is the Data for Long Term Study side effects for Pregnant Women who take any of the SARS-CoV-2 Vaccines ❓Link please.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498424435132534789","en","19",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","1","active","@CDCgov Where is the Data for Long Term Study side effects for Pregnant Women who take any of the SARS-CoV-2 Vaccines ❓Link please.",
"false","false","Gen X - Flu Survivor - 6 time Winter of Death survivor","https://pbs.twimg.com/profile_images/2006534979530944512/75Uql3KY_normal.jpg","VaccineWaters 🇺🇸","1214964865648988160","VaccineWaters74","2515","0","1498387536032399361","Sun Jun 11 07:43:47 +0000 2023","War criminals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667799777604501507","en","22",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov War criminals","323"
"true","false","America First","https://pbs.twimg.com/profile_images/1933737093718560768/Pn8XnIMa_normal.jpg","queen ann","1394493412859158528","kimamfb","2080","0","1498387536032399361","Mon Jun 12 01:10:05 +0000 2023","🤥🤥🤥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668063085268176897","qme","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov 🤥🤥🤥","2202"
"false","false","Hoor net dat ik niet nieuwswaardig ben omdat ik geen volgers heb. prima. wil gewoon 't echte nieuws lezen :-)","https://pbs.twimg.com/profile_images/1495729887512088579/U5yTxDO1_normal.jpg","RiTho","74081208","r_th0m","249","0","1498387536032399361","Sun Jun 11 12:05:17 +0000 2023","This one didn’t age well.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667865586490023937","en","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov This one didn’t age well.","437"
"false","false","Tailgate specialist.","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Southlot Champ","1115403668256448514","southlot","45","0","1498387536032399361","Mon Feb 28 20:51:24 +0000 2022","If I had an unborn, I would feel very safe with just ‘growing evidence.’

I’d never need ‘fact’ or the standard studies and fda approval after long term testing like all other drugs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498400466664931332","en","14",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov If I had an unborn, I would feel very safe with just ‘growing evidence.’

I’d never need ‘fact’ or the standard studies and fda approval after long term testing like all other drugs.",
"false","false","Hardworking father. Baseball fanatic, Buffalo Bills fan. The government lies about everything.","https://pbs.twimg.com/profile_images/1610657943447371779/n8sclWGa_normal.jpg","Ghezzdog","1610627572596985856","MitchGhezzi","887","0","1498387536032399361","Sun Jun 11 12:45:58 +0000 2023","Criminals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1667875823745998854","ca","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Criminals","464"
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Carmelita","1206648605978873858","Carmeli76403871","8","0","1498387536032399361","Mon Feb 28 20:30:10 +0000 2022","HELL NO!!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498395121519366150","en","16",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov HELL NO!!!!",
"false","false","Husband.Father.Blue-collar conservative.
NO DMs.
                         #Trump2024 #MAGA","https://pbs.twimg.com/profile_images/768834155421499393/73QWsdNu_normal.jpg","NYINDEPENDENT🇺🇸","898524019","JONEEFRY","7608","0","1498387536032399361","Mon Jun 12 04:00:56 +0000 2023","Make believe scientists shilling for the state.
How very stalinist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1668106081011224577","en","13",,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","1","active","@CDCgov Make believe scientists shilling for the state.
How very stalinist.","202"
"false","false","Knowledge is to skill what fat is to muscle. #1blood1race#truthseeker #skinless #NoColor","https://pbs.twimg.com/profile_images/1060645058599415809/Wc810L2g_normal.jpg","Richard Cephalic","408845481","richardcephalic","732","0","1498387536032399361","Tue Mar 01 06:33:12 +0000 2022","Great Birth Control",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,"1498546880153800705","en","11",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2","2","0","active","@CDCgov Great Birth Control",
