"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","quotes","replies","retweets","status","text","views"
"false","false","Anime and Sports and some bullshjt","https://pbs.twimg.com/profile_images/1334532364161040390/7JRnqzo8_normal.jpg","Brettc1978","1316376704240156673","brettc1978","160","0","1492528962932781060","Mon Feb 14 01:57:02 +0000 2022","Damn yall got your bullshit into the Superbowl ads. WTF is 'cue health' go eff yourselves with that home tech covid test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1493041563928203266","en","1",,,,,,,,,,,,,"0","0","0","active","@CDCgov Damn yall got your bullshit into the Superbowl ads. WTF is 'cue health' go eff yourselves with that home tech covid test.",
"false","false","","https://pbs.twimg.com/profile_images/1654942357144367105/KRvb4Y29_normal.jpg","JMR","1174156636019142657","Jill05428114","7","0","1492528962932781060","Thu Feb 17 01:39:14 +0000 2022","You forgot to mention natural immunity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1494124248293650434","en","0",,,,,,,,,,,,,"0","0","0","active","@CDCgov You forgot to mention natural immunity",
"false","false","I'm a cowshark with big dangly udders!

she/her (if I were male I'd be a bull shark!) 😁","https://pbs.twimg.com/profile_images/514847307838156800/s-_Q70GA_normal.png","cowshark defin just wants the nazis gone","40979736","cowsharky","197","0","1492528962932781060","Mon Feb 14 04:03:30 +0000 2022","This is your fault for ending the mask recommendations too early. History (assuming we survive this) will damn you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1493073388545454080","en","1",,,,,,,,,,,,,"0","0","0","active","@CDCgov This is your fault for ending the mask recommendations too early. History (assuming we survive this) will damn you.",
"false","false","","https://pbs.twimg.com/profile_images/2068092840841039873/SOIZT0MP_normal.jpg","Erin O'Looney","3364317433","OTurtlegirl317","34","0","1492528962932781060","Sun Feb 13 18:06:27 +0000 2022","What does CDC stand for? Can't Destroy Covid?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1492923136429346819","en","1",,,,,,,,,,,,,"0","0","0","active","@CDCgov What does CDC stand for? Can't Destroy Covid?",
"false","false","","https://pbs.twimg.com/profile_images/1232766297563451395/J1TwHqQG_normal.jpg","Jose","1204112430982410240","Jose03780600","45","0","1492528962932781060","Sat Feb 12 18:29:06 +0000 2022","Is it true there’s a new variant called Deltacron?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1492566450279792643","en","1",,,,,,,,,,,,,"1","1","0","active","@CDCgov Is it true there’s a new variant called Deltacron?",
"false","false","","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","CK70Here","1375646729052229634","Ck70H","309","0","1492528962932781060","Sun Feb 13 20:49:21 +0000 2022","Your study shows booster protection declined to appx 30% after 4 months! Why aren't you authorizing another #Booster 

https://t.co/mbhdTwdavz",,"116","124","Booster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"washingtonpost.com/health/2022/02…","https://www.washingtonpost.com/health/2022/02/11/covid-boosters-omicron-protection/?utm_source=alert&utm_medium=email&utm_campaign=wp_news_alert_revere&location=alert&wpmk=1&wpisrc=al_news__alert-hse--alert-national&pwapi_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjb29raWVuYW1lIjoid3BfY3J0aWQiLCJpc3MiOiJDYXJ0YSIsImNvb2tpZXZhbHVlIjoiNTk2YWRiNGU5YmJjMGY0MDNmODY2MTJiIiwidGFnIjoid3BfbmV3c19hbGVydF9yZXZlcmUiLCJ1cmwiOiJodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vaGVhbHRoLzIwMjIvMDIvMTEvY292aWQtYm9vc3RlcnMtb21pY3Jvbi1wcm90ZWN0aW9uLz91dG1fc291cmNlPWFsZXJ0JnV0bV9tZWRpdW09ZW1haWwmdXRtX2NhbXBhaWduPXdwX25ld3NfYWxlcnRfcmV2ZXJlJmxvY2F0aW9uPWFsZXJ0JndwbWs9MSZ3cGlzcmM9YWxfbmV3c19fYWxlcnQtaHNlLS1hbGVydC1uYXRpb25hbCJ9.5n5MQqE3A36N4P3_nfCOOEApqtWDR6vck8V8Lkcu1cghttps://www.washingtonpost.com/health/2022/02/11/covid-boosters-omicron-protection/?utm_source=alert&utm_medium=email&utm_campaign=wp_news_alert_revere&location=alert&wpmk=1&wpisrc=al_news__alert-hse--alert-national&pwapi_token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJjb29raWVuYW1lIjoid3BfY3J0aWQiLCJpc3MiOiJDYXJ0YSIsImNvb2tpZXZhbHVlIjoiNTk2YWRiNGU5YmJjMGY0MDNmODY2MTJiIiwidGFnIjoid3BfbmV3c19hbGVydF9yZXZlcmUiLCJ1cmwiOiJodHRwczovL3d3dy53YXNoaW5ndG9ucG9zdC5jb20vaGVhbHRoLzIwMjIvMDIvMTEvY292aWQtYm9vc3RlcnMtb21pY3Jvbi1wcm90ZWN0aW9uLz91dG1fc291cmNlPWFsZXJ0JnV0bV9tZWRpdW09ZW1haWwmdXRtX2NhbXBhaWduPXdwX25ld3NfYWxlcnRfcmV2ZXJlJmxvY2F0aW9uPWFsZXJ0JndwbWs9MSZ3cGlzcmM9YWxfbmV3c19fYWxlcnQtaHNlLS1hbGVydC1uYXRpb25hbCJ9.5n5MQqE3A36N4P3_nfCOOEApqtWDR6vck8V8Lkcu1cg","127","150","https://t.co/mbhdTwdavz","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1492964132114649094","en","1",,,,,,,,,,,,,"0","2","0","active","@CDCgov Your study shows booster protection declined to appx 30% after 4 months! Why aren't you authorizing another #Booster 

https://t.co/mbhdTwdavz",
"false","true","2nd Gen Pro Wrestler - book @ tztimzbyszko@gmail.com

O.B.Z. - Outlaw Bloodline Zbyszko","https://pbs.twimg.com/profile_images/2051515505714790406/gcvfthkq_normal.jpg","LivingLegacy","203592553","LivingLegacyTZ","950","0","1492528962932781060","Sun Feb 13 03:06:20 +0000 2022","",,,,,,,,,,,,,,"pic.x.com/DOThVK9hyi","https://x.com/RipperZbyszko/status/1492696615190155264/photo/1","Zzz Ok GIF by Jim Gaffigan","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1492696608437325826","8","31","16_1492696608437325826","16_1492696608437325826","https://pbs.twimg.com/tweet_video_thumb/FLcfqB9WUAIhqXt.jpg",,,,,,,,,,,,,,,,,,,,,"450","600","450","fit","600","450","fit","600","450","fit","600","150","crop","150","animated_gif","https://t.co/DOThVK9hyi","4","3","0","video/mp4","https://video.twimg.com/tweet_video/FLcfqB9WUAIhqXt.mp4",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1492696615190155264","qme","0",,,"4","3",,"1492696608437325826","https://pbs.twimg.com/tweet_video_thumb/FLcfqB9WUAIhqXt.jpg","450","600","0","video/mp4","https://video.twimg.com/tweet_video/FLcfqB9WUAIhqXt.mp4","0","0","0","active","@CDCgov https://t.co/DOThVK9hyi",
"true","true","Former BKFC Fan, Former UFC fan 7/15/2015 - 8/6/2022, Console Video Gaming, Cruising, Apple/Mac, Celiac, Beep/Bop/Boop, Voted for Trump x 3","https://pbs.twimg.com/profile_images/1599473181894533120/UoWPWPgO_normal.jpg","Carl_S_","8128682","Carl_S_","403","0","1492528962932781060","Sat Feb 12 16:46:05 +0000 2022","Blah Blah Blah Same old BS Blah Blah Blah

You tyrants are totally worthless and contributed nothing but pain and suffering throughout - This people need to be out on trial and sent to prison for crimes against humanity 

#DefundTheCDC #PutThemInPrison",,"230","243","DefundTheCDC","244","260","PutThemInPrison",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1492540524074614786","en","0",,,,,,,,,,,,,"0","0","0","active","@CDCgov Blah Blah Blah Same old BS Blah Blah Blah

You tyrants are totally worthless and contributed nothing but pain and suffering throughout - This people need to be out on trial and sent to prison for crimes against humanity 

#DefundTheCDC #PutThemInPrison",
"false","false","","https://pbs.twimg.com/profile_images/1671848554967490562/qN5NbAua_normal.jpg","angela wood","1243956919","AngWood1973","9","0","1492528962932781060","Tue Feb 15 14:18:03 +0000 2022","",,,,,,,,,,,,,,"pic.x.com/PQCV5T2ugB","https://x.com/AngWood1973/status/1493590434463035396/photo/1",,"Available","35","35","513","229",,,,,"35","35","513","229",,,,,"35","35","513","229",,,,,"28","28","421","188",,,,,"1493590431271206918","8","31","3_1493590431271206918","3_1493590431271206918","https://pbs.twimg.com/media/FLpMlXfXwAYoUDQ.jpg","464","828","0","346","810","810","0","0","810","711","0","0","810","405","0","0","810","828","0","0","810","828","810","fit","828","810","fit","828","665","fit","680","150","crop","150","photo","https://t.co/PQCV5T2ugB",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1493590434463035396","qme","0","1493590431271206918","https://pbs.twimg.com/media/FLpMlXfXwAYoUDQ.jpg",,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/PQCV5T2ugB",
"false","false","I am a huge marshmallow fan","https://pbs.twimg.com/profile_images/1495178471114518531/UvFm1sWK_normal.jpg","Charles","1495172289549197314","Chazman54903","1","0","1492528962932781060","Sun Feb 27 23:53:58 +0000 2022","I like that it's going down but keep the masks on till it is totally safe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1498084020156080128","en","0",,,,,,,,,,,,,"0","0","0","active","@CDCgov I like that it's going down but keep the masks on till it is totally safe",
"true","false","A Virgo who likes food & music. ♍🍽🎵
A real woman ♀️ 
Patriot 
#Blogger via #Tumblr 💻 
#CenterRight ➡️
#American 🇺🇸
#AmericaFirst 🇺🇸👍
#DrainTheSwamp","https://pbs.twimg.com/profile_images/2020967182834728960/RR6vO1QC_normal.jpg","Mandy D.🇺🇸","2859175932","damanda835","4677","0","1492528962932781060","Sat Feb 12 21:00:36 +0000 2022","https://t.co/btmKm5B0P3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"mandysblog.news/2022/02/05/cov…","https://mandysblog.news/2022/02/05/covid-19-the-delta-variant/","8","31","https://t.co/btmKm5B0P3","146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1492604572971540480","qme","0",,,,,,,,,,,,,"0","0","0","active","@CDCgov https://t.co/btmKm5B0P3",
