"author/blue_verified","author/can_dm","author/description","author/image","author/name","author/rest_id","author/screen_name","author/sub_count","bookmarks","conversation_id","created_at","display_text","entities/hashtags/0/indices/0","entities/hashtags/0/indices/1","entities/hashtags/0/text","entities/hashtags/1/indices/0","entities/hashtags/1/indices/1","entities/hashtags/1/text","entities/hashtags/2/indices/0","entities/hashtags/2/indices/1","entities/hashtags/2/text","entities/hashtags/3/indices/0","entities/hashtags/3/indices/1","entities/hashtags/3/text","entities/media/0/display_url","entities/media/0/expanded_url","entities/media/0/ext_alt_text","entities/media/0/ext_media_availability/status","entities/media/0/features/large/faces/0/h","entities/media/0/features/large/faces/0/w","entities/media/0/features/large/faces/0/x","entities/media/0/features/large/faces/0/y","entities/media/0/features/large/faces/1/h","entities/media/0/features/large/faces/1/w","entities/media/0/features/large/faces/1/x","entities/media/0/features/large/faces/1/y","entities/media/0/features/medium/faces/0/h","entities/media/0/features/medium/faces/0/w","entities/media/0/features/medium/faces/0/x","entities/media/0/features/medium/faces/0/y","entities/media/0/features/medium/faces/1/h","entities/media/0/features/medium/faces/1/w","entities/media/0/features/medium/faces/1/x","entities/media/0/features/medium/faces/1/y","entities/media/0/features/orig/faces/0/h","entities/media/0/features/orig/faces/0/w","entities/media/0/features/orig/faces/0/x","entities/media/0/features/orig/faces/0/y","entities/media/0/features/orig/faces/1/h","entities/media/0/features/orig/faces/1/w","entities/media/0/features/orig/faces/1/x","entities/media/0/features/orig/faces/1/y","entities/media/0/features/small/faces/0/h","entities/media/0/features/small/faces/0/w","entities/media/0/features/small/faces/0/x","entities/media/0/features/small/faces/0/y","entities/media/0/features/small/faces/1/h","entities/media/0/features/small/faces/1/w","entities/media/0/features/small/faces/1/x","entities/media/0/features/small/faces/1/y","entities/media/0/id_str","entities/media/0/indices/0","entities/media/0/indices/1","entities/media/0/media_key","entities/media/0/media_results/result/media_key","entities/media/0/media_url_https","entities/media/0/original_info/focus_rects/0/h","entities/media/0/original_info/focus_rects/0/w","entities/media/0/original_info/focus_rects/0/x","entities/media/0/original_info/focus_rects/0/y","entities/media/0/original_info/focus_rects/1/h","entities/media/0/original_info/focus_rects/1/w","entities/media/0/original_info/focus_rects/1/x","entities/media/0/original_info/focus_rects/1/y","entities/media/0/original_info/focus_rects/2/h","entities/media/0/original_info/focus_rects/2/w","entities/media/0/original_info/focus_rects/2/x","entities/media/0/original_info/focus_rects/2/y","entities/media/0/original_info/focus_rects/3/h","entities/media/0/original_info/focus_rects/3/w","entities/media/0/original_info/focus_rects/3/x","entities/media/0/original_info/focus_rects/3/y","entities/media/0/original_info/focus_rects/4/h","entities/media/0/original_info/focus_rects/4/w","entities/media/0/original_info/focus_rects/4/x","entities/media/0/original_info/focus_rects/4/y","entities/media/0/original_info/height","entities/media/0/original_info/width","entities/media/0/sizes/large/h","entities/media/0/sizes/large/resize","entities/media/0/sizes/large/w","entities/media/0/sizes/medium/h","entities/media/0/sizes/medium/resize","entities/media/0/sizes/medium/w","entities/media/0/sizes/small/h","entities/media/0/sizes/small/resize","entities/media/0/sizes/small/w","entities/media/0/sizes/thumb/h","entities/media/0/sizes/thumb/resize","entities/media/0/sizes/thumb/w","entities/media/0/type","entities/media/0/url","entities/media/0/video_info/aspect_ratio/0","entities/media/0/video_info/aspect_ratio/1","entities/media/0/video_info/variants/0/bitrate","entities/media/0/video_info/variants/0/content_type","entities/media/0/video_info/variants/0/url","entities/urls/0/display_url","entities/urls/0/expanded_url","entities/urls/0/indices/0","entities/urls/0/indices/1","entities/urls/0/url","entities/user_mentions/0/id_str","entities/user_mentions/0/indices/0","entities/user_mentions/0/indices/1","entities/user_mentions/0/name","entities/user_mentions/0/screen_name","entities/user_mentions/1/id_str","entities/user_mentions/1/indices/0","entities/user_mentions/1/indices/1","entities/user_mentions/1/name","entities/user_mentions/1/screen_name","entities/user_mentions/2/id_str","entities/user_mentions/2/indices/0","entities/user_mentions/2/indices/1","entities/user_mentions/2/name","entities/user_mentions/2/screen_name","id","lang","likes","media/photo/0/id","media/photo/0/media_url_https","media/video/0/aspect_ratio/0","media/video/0/aspect_ratio/1","media/video/0/duration","media/video/0/id","media/video/0/media_url_https","media/video/0/original_info/height","media/video/0/original_info/width","media/video/0/variants/0/bitrate","media/video/0/variants/0/content_type","media/video/0/variants/0/url","place/country","place/country_code","place/full_name","place/more_data_url","place/name","place/place_type","quotes","replies","retweets","status","text","views"
"true","false","Centrist: leaning Conservative but also an advocate of sane healthcare solutions, environmental protection, green energy, and vegetarianism.","https://pbs.twimg.com/profile_images/1886892980533125120/7Y_1sma4_normal.jpg","Gardenina","12424312","gardenina","702","0","1341464783594401792","Tue Dec 22 23:27:59 +0000 2020","So, according to CDC, we should all get a 6 foot diameter Christmas tree, and stay away from Daddy! lol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341525926526382081","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov So, according to CDC, we should all get a 6 foot diameter Christmas tree, and stay away from Daddy! lol",
"false","false","","https://pbs.twimg.com/profile_images/1324533839197278209/aH4BMW14_normal.jpg","PR","130014591","roefiredesign","212","0","1341464783594401792","Wed Dec 23 05:35:19 +0000 2020","Fuck off.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341618369129267201","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Fuck off.",
"false","false","","https://pbs.twimg.com/profile_images/1330210402278514688/1KpFizLa_normal.jpg","Rafael Suarez","1330210028356300800","RafaelS43698917","4","0","1341464783594401792","Wed Dec 23 13:43:16 +0000 2020","You guys are communist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341741162726604802","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov You guys are communist",
"true","false","Husband, dad, runner? golfer? Bears, Cubs & Sci-Fi fan, conservative/part libertarian. Ultra-MAGA? (LoL) Obviously opinions are my own. #IStandwithIsreal","https://pbs.twimg.com/profile_images/1844130870317158400/kq-85gC7_normal.jpg","Gunther R","153636938","gruder007","784","0","1341464783594401792","Tue Dec 22 23:40:16 +0000 2020","Maybe if you counted dead people correctly we might believe you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341529016424140802","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Maybe if you counted dead people correctly we might believe you.",
"false","false","We have to be vicious, just like they are.","https://pbs.twimg.com/profile_images/2040137820698750976/VYVGPcet_normal.jpg","Pinochet Appreciator","3131770933","Hatechaback","208","0","1341464783594401792","Tue Dec 22 19:28:45 +0000 2020","What does this say about race relations in America?  Tsk tsk",,,,,,,,,,,,,"pic.x.com/HabHupkfvB","https://x.com/otgraves/status/1341465718424887296/photo/1",,"Available","166","166","352","1415",,,,,"103","103","220","884",,,,,"166","166","352","1415",,,,,"58","58","124","501",,,,,"1341465562082201602","69","92","3_1341465562082201602","3_1341465562082201602","https://pbs.twimg.com/media/Ep3X0kJUUAI-0Zp.jpg","605","1080","0","1282","1080","1080","0","840","1231","1080","0","689","1920","960","48","0","1920","1080","0","0","1920","1080","1920","fit","1080","1200","fit","675","680","fit","383","150","crop","150","photo","https://t.co/HabHupkfvB",,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341465718424887296","en","3","1341465562082201602","https://pbs.twimg.com/media/Ep3X0kJUUAI-0Zp.jpg",,,,,,,,,,,,,,,,,"0","1","0","active","@CDCgov What does this say about race relations in America?  Tsk tsk https://t.co/HabHupkfvB",
"false","true","GOOOOOD EVEEEENING BROTHERS!! I AM. TONIGHTS, ENTERTAINMENT!!","https://pbs.twimg.com/profile_images/1738494640368529408/7Qrt83mb_normal.jpg","BookOfDaniel1790","1080299095150002178","BookOfDanie1790","964","0","1341464783594401792","Wed Dec 23 07:33:54 +0000 2020","Fuck you.
Get bent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341648210822127617","en","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov Fuck you.
Get bent.",
"false","false","","https://pbs.twimg.com/profile_images/1577498759570800642/ul-nQhEN_normal.jpg","@thorfromnor","461777060","thorfromnor","254","0","1341464783594401792","Tue Dec 22 23:27:51 +0000 2020","",,,,,,,,,,,,,"pic.x.com/Igkn9zMK8j","https://x.com/thorfromnor/status/1341525891973832707/photo/1","Happy4th Of July Freedom GIF","Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1341525885783052289","8","31","16_1341525885783052289","16_1341525885783052289","https://pbs.twimg.com/tweet_video_thumb/Ep4Or3cXEAEV6i4.jpg",,,,,,,,,,,,,,,,,,,,,"342","498","342","fit","498","342","fit","498","342","fit","498","150","crop","150","animated_gif","https://t.co/Igkn9zMK8j","83","57","0","video/mp4","https://video.twimg.com/tweet_video/Ep4Or3cXEAEV6i4.mp4",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341525891973832707","qme","0",,,"83","57",,"1341525885783052289","https://pbs.twimg.com/tweet_video_thumb/Ep4Or3cXEAEV6i4.jpg","342","498","0","video/mp4","https://video.twimg.com/tweet_video/Ep4Or3cXEAEV6i4.mp4",,,,,,,"0","0","0","active","@CDCgov https://t.co/Igkn9zMK8j",
"false","false","I'm Covie and I love you! 
#HesOutThere #CovieGonnaCovie


Follow me on Instagram!","https://pbs.twimg.com/profile_images/1304587057138790400/2t9GpyHX_normal.jpg","Covie","1285423709482672128","heycovie","22","0","1341464783594401792","Tue Dec 22 19:45:14 +0000 2020","But I LIKE close contact!",,,,,,,,,,,,,"pic.x.com/eV7usPmY50","https://x.com/heycovie/status/1341469867052998656/photo/1",,"Available",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1341469814426984449","34","57","16_1341469814426984449","16_1341469814426984449","https://pbs.twimg.com/tweet_video_thumb/Ep3bsFXUYAEslzN.jpg",,,,,,,,,,,,,,,,,,,,,"540","614","540","fit","614","540","fit","614","540","fit","614","150","crop","150","animated_gif","https://t.co/eV7usPmY50","307","270","0","video/mp4","https://video.twimg.com/tweet_video/Ep3bsFXUYAEslzN.mp4",,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341469867052998656","en","2",,,"307","270",,"1341469814426984449","https://pbs.twimg.com/tweet_video_thumb/Ep3bsFXUYAEslzN.jpg","540","614","0","video/mp4","https://video.twimg.com/tweet_video/Ep3bsFXUYAEslzN.mp4",,,,,,,"0","0","0","active","@CDCgov But I LIKE close contact! https://t.co/eV7usPmY50",
"false","false","Married to my soulmate. I'm a nurse by profession, but disabled with Pulmonary Sarcoidosis since 2003  and no longer able to work. I love to read, and do crafts","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","patricia griner","1229263328","YorkieGirlMom","51","0","1341464783594401792","Tue Dec 22 19:30:26 +0000 2020","Exactly! If everyone would listen and cooperate we could get control of this pandemic and get our lives back again. We'll have a new normal but it's doable with cooperation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341466143329030144","en","6",,,,,,,,,,,,,,,,,,,"2","5","0","active","@CDCgov Exactly! If everyone would listen and cooperate we could get control of this pandemic and get our lives back again. We'll have a new normal but it's doable with cooperation",
"false","false","2A, liberty, self defense, property rights, free expression.  Skin color = DGAF.  Don't be embarrassed if you have pronouns, that affliction is curable.","https://pbs.twimg.com/profile_images/1516089601521336322/mJixYzNM_normal.jpg","Gordi ""Get Ready For It"" Anknot","1170744255658303489","AnknotGordi","56","0","1341464783594401792","Tue Dec 22 23:37:48 +0000 2020","No.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341528393473515526","und","0",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov No.",
"false","true","Dawgs fan. Live music junkie. Christ follower. Anti-communist.","https://pbs.twimg.com/profile_images/1948552069712863232/JXrN3uh4_normal.jpg","KD","1009525023592407040","kds5140","1284","0","1341464783594401792","Tue Dec 22 23:30:03 +0000 2020","GFY.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146569971","0","7","CDC","CDCgov",,,,,,,,,,,"1341526443659059201","und","2",,,,,,,,,,,,,,,,,,,"0","0","0","active","@CDCgov GFY.",
