row_id,cdc_post_id,created_at,comment_id,lang,text,period,label
584,1486021122089005058,Tue Jan 25 17:31:01 +0000 2022,1486028850874269705,en,@CDCgov Natural immunity is more effective. I’m vaccinated n boosted n COVID positive. My husband who is a physician is sick now. Please explain to people that the vaccine does not prevent the spread of the virus but ONLY lessens the severity if that. We r not vaccinating healthy kids.,period_3,critical
1473,1598048746411069442,Wed Nov 30 21:57:14 +0000 2022,1598073696501268480,en,@CDCgov Nope,period_3,critical
2126,1359981552361496580,Fri Feb 12 15:33:06 +0000 2021,1360250585434492929,en,@CDCgov I can't breathe under one mask let alone two...praying some form of normality returns soon,period_2,neutral
1286,1493661419274919936,Tue Feb 15 21:40:12 +0000 2022,1493701703027367936,en,"@CDCgov @CDCMMWR And meanwhile, our under 5s wait for vaccines. And wait. And wait. And wait some more. #VaxU5 #ProtectTheirFuture",period_3,critical
2226,1423346832730738691,Thu Aug 05 18:27:32 +0000 2021,1423349973484146690,en,@CDCgov You posted not that long ago saying vaccinated people are the main carriers and could spread it!! Regardless I’ve been wearing my masks and only going out when need be. This shit is all too confusing and if I had already caught Covid 19 then my chances of getting sick r low? https://t.co/kXV6rhX2ff,period_2,neutral
1660,1582106696926666752,Tue Oct 18 06:47:35 +0000 2022,1582262097580560384,en,@CDCgov Another flush for the CDC's credibility. 🚽,period_3,critical
3261,1336785273548632064,Sat Feb 06 18:05:52 +0000 2021,1358114701738188804,en,@CDCgov A mutant of covid-19 has been generated .,period_1,neutral
2794,1414623345291714567,Tue Jul 13 13:20:46 +0000 2021,1414937851200954374,en,"@CDCgov Covering the face of toddlers as if they were harmful as Hannibal Lecter, is pure child abuse, not less.",period_2,critical
711,1606367310792499201,Fri Dec 23 19:29:53 +0000 2022,1606371536876732437,en,@CDCgov The comments did not disappoint 😂,period_3,neutral
415,1498387536032399361,Fri Jun 16 10:04:54 +0000 2023,1669647229080985604,en,@CDCgov You lied! 🤥 Anyone in the CDC who supported this should be sent to prison!,period_3,critical
306,1583157385379528704,Fri Oct 21 07:44:22 +0000 2022,1583363549434286080,en,"@CDCgov @CDCMMWR Looks like the jig is up, buttercup! https://t.co/24enFBw7GR",period_3,neutral
2472,1454537846845476871,Sat Oct 30 19:59:53 +0000 2021,1454538566986608646,en,@CDCgov Americans on their way to complain about wearing a mask. Grow up America!,period_2,supportive
55,1482128870287544324,Sun Jan 16 19:58:07 +0000 2022,1482804377765220353,en,@CDCgov No thank you!!!You don't support Morgellons!!! You are a bunch of fools!!!,period_3,critical
3727,1341137221068468224,Tue Dec 22 03:47:45 +0000 2020,1341228909443084290,en,"@CDCgov Do YOUR part! What's the delay on the #vaccines 4 #Maine?  &amp;why r the vulnerable..people over 50 &amp; those with co-morbidities...being pushed to the bottom of the list2 get them??  It shouldn't matter if ur black brown or white, IF YOUR HIGH RISK YOU SHOULD GET IT! @GovJanetMills",period_1,supportive
1105,1569355240100569089,Tue Sep 13 03:10:34 +0000 2022,1569523906830270466,en,"@CDCgov New case reports find kids 5–18y vaccinated w/2 doses of Pfizer COVID-19 vaccine,more likely to develop MIS-C,a severe condition that can affect many organs Children 6m &amp; older should avoid all recommended doses of #COVID19 vaccine.
https://t.co/Y5GRN15ShD
https://t.co/XWAtabKgs0 https://t.co/pbaz3MTHk9",period_3,critical
1402,1598048746411069442,Thu Dec 01 12:29:23 +0000 2022,1598293178830196738,en,@CDCgov So important to keep getting vaccinated....are you up to date on your COVID vaccinations?,period_3,neutral
2922,1238841061277040640,Sun Mar 15 04:00:38 +0000 2020,1239038772542504961,en,@CDCgov @MCHDPIO Is that why #CDC is packing scared people returning from Europe in like sardines for hours on end at 13 airports throughout the country? #Covid19 #TrumpVirus #ExponentialFailure #WTF??? https://t.co/X2MF3v7lQn,period_1,critical
3579,1298728989796827137,Sun Aug 30 04:29:01 +0000 2020,1299927077924335616,en,@CDCgov I may have coughed in my own eye will I be okay?,period_1,neutral
3311,1242915042049351682,Sat Mar 28 02:03:23 +0000 2020,1243720310089822210,en,@CDCgov Can we still kiss the homies goodnight,period_1,neutral
1055,1569355240100569089,Wed Sep 14 07:43:18 +0000 2022,1569954931616141313,en,@CDCgov Are the scientists plus executives of corporations pushing the vaccines willing to allow impartial doctors to test them to see if they have personally have taken all vaccines and boosters they push upon the public?,period_3,critical
245,1583157385379528704,Thu Oct 20 18:50:15 +0000 2022,1583168735686189058,en,"@CDCgov @CDCMMWR Never, I trust in my immune system....20 years working in pharmacy has taught me not to trust these capitslist witch ""doctors"" with my health. I am competant enough to know what is best for me",period_3,critical
3643,1253085285161803777,Sat Apr 25 17:52:38 +0000 2020,1254106053999910912,en,"@CDCgov @realDonaldTrump I'm not even gonna try to guess to understand this graph; what a stupid graph,  and I like you guys",period_1,supportive
3244,1336785273548632064,Thu Dec 10 04:44:50 +0000 2020,1336894620387729409,en,@CDCgov False advertising?,period_1,critical
2521,1454537846845476871,Sat Oct 30 23:11:47 +0000 2021,1454586860496379906,en,@CDCgov Shove that mask up your ass,period_2,critical
304,1583157385379528704,Fri Oct 21 01:55:18 +0000 2022,1583275704690839553,en,"@CDCgov @CDCMMWR Stop calling it a vaccine! By your own definition, it’s not! This is misinformation!!! Look up the damn definition and please show how it’s applicable!",period_3,critical
1370,1598048746411069442,Wed Nov 30 21:41:29 +0000 2022,1598069732632330240,en,"@CDCgov If you are choosing to get a #COVID19 vaccine, please take #Novavax rather than Moderna or Pfizer. It is a better vaccine &amp; it does not have an intact furrin cleavage site. It also provides neutralisation of omicron sub-lineages. mRNA does not do this. https://t.co/rZzdVBaPor",period_3,neutral
77,1482128870287544324,Sun Jan 16 12:23:23 +0000 2022,1482689942274854915,en,@CDCgov What ever happen to “it’s cold and flu season?” Enough !,period_3,critical
2428,1454537846845476871,Sat Oct 30 20:05:29 +0000 2021,1454539976314605568,en,"@CDCgov Why havent they stopped rampant cold, flu and RSV in schools?",period_2,critical
225,1583157385379528704,Thu Oct 20 18:07:32 +0000 2022,1583157989133123584,en,@CDCgov @CDCMMWR Such a joke.,period_3,critical
1836,1492528962932781060,Mon Feb 14 03:19:56 +0000 2022,1493062423527530501,en,@CDCgov Is it to early to talk about natural immunity,period_3,neutral
224,1583157385379528704,Thu Oct 20 18:20:22 +0000 2022,1583161215777271809,en,@CDCgov @CDCMMWR My kid will never get this. You have no right to force anyone to give this to kids. https://t.co/1W2EBGe6bq,period_3,critical
1298,1493661419274919936,Wed Feb 16 01:42:36 +0000 2022,1493762703864877057,en,@CDCgov @CDCMMWR Cant wait for @VPrasadMDMPH to look at this,period_3,neutral
1483,1495115983865974796,Sun Feb 20 11:36:57 +0000 2022,1495361831250108416,en,@CDCgov Do your employees follow what you preach? Or are they excluded for some odd reason?,period_3,critical
206,1481333160218669056,Wed Jan 12 18:55:29 +0000 2022,1481339063193985024,en,@CDCgov Safe? No it’s not,period_3,critical
1392,1598048746411069442,Fri Dec 02 19:14:09 +0000 2022,1598757431575707661,en,@CDCgov Weird. Studies show the vaccine destroys natural immunity.,period_3,critical
152,1482128870287544324,Sat Jan 15 00:01:17 +0000 2022,1482140798552403976,en,@CDCgov South Dakota: State had no mask mandate. https://t.co/jrjnPX1BD6,period_3,neutral
56,1482128870287544324,Sat Jan 15 19:50:36 +0000 2022,1482440099161952256,en,@CDCgov This is like saying 4 &gt; 3 &gt;2 &gt; 1. Well done.,period_3,neutral
3518,1298728989796827137,Thu Aug 27 14:10:18 +0000 2020,1298986199009255425,en,"@CDCgov Wow @CDCgov , it’s a sad day when we can not trust your recommendations.",period_1,critical
2741,1428010778255368199,Wed Aug 18 15:20:58 +0000 2021,1428014064106680326,en,@CDCgov My friends keep telling me that this is part of the NWO takeover. I'm only taking it because I don't want to be burned in the FEMA death camps.,period_2,critical
2147,1359981552361496580,Thu Feb 11 22:59:32 +0000 2021,1360000546372018176,en,@CDCgov Masks don't work... stop spreading lies ffs,period_2,critical
3023,1245463960712810502,Thu Apr 02 02:54:27 +0000 2020,1245545099041198080,en,"@CDCgov What is the test limits each day?
less than  150.000?",period_1,neutral
1803,1492528962932781060,Sat Feb 12 16:25:37 +0000 2022,1492535370730250242,en,"@CDCgov And the other parts are?? Perhaps natural immunity, treatments and a weaker virus?",period_3,neutral
2071,1475587321277956096,Tue Dec 28 19:43:15 +0000 2021,1475915268459225100,en,"@CDCgov Get Booster, it really helps. First dose means shit now.",period_2,supportive
4040,1341464783594401792,Wed Dec 23 14:15:48 +0000 2020,1341749353057316865,en,@CDCgov Your tyranny doesn’t apply to me.,period_1,critical
2960,1245463960712810502,Wed Apr 08 05:24:37 +0000 2020,1247757217282969604,en,"@CDCgov #CDC @CDCgov updates its website to remove dosage guidance on #hydroxychloroquine.
Dr. Fauci is incorrect - he states the drug has not proven effective.
I've heard of so many positive results from its use!
Why doesn't the Left agree?
#coronavirus #COVID19 
https://t.co/qVEvfzLyiv",period_1,critical
27,1482128870287544324,Sat Jan 15 15:26:18 +0000 2022,1482373585188446209,en,@CDCgov Be clear that cloth masks should be set aside at this point in favor of better masks.,period_3,neutral
3778,1341137221068468224,Mon Dec 21 21:45:03 +0000 2020,1341137631392907265,en,@CDCgov URGENT: #SuckMyDickCDC,period_1,critical
835,1606367310792499201,Sat Dec 24 00:32:42 +0000 2022,1606447742347530240,en,"@CDCgov If these jabs were so great, you wouldn’t need to push them on us 🤷‍♀️",period_3,critical
4068,1341464783594401792,Tue Dec 22 23:25:55 +0000 2020,1341525405950377985,en,@CDCgov Nope,period_1,critical
3149,1296191629968187395,Fri Aug 21 22:05:41 +0000 2020,1296931504380157954,en,"@CDCgov Good advice! We can beat this together if we take care of each other.
https://t.co/tiX1iZ75xO
#WearAMask #StaySafe #washyourhands #FlattenTheCurve #madeincanada #StopTheSpread #RecyclingCounts #SocialDistancing #WeAreInThisTogether #BeSafeOutThere  #pandemic
Quote Tweet",period_1,supportive
293,1583157385379528704,Thu Oct 20 19:03:54 +0000 2022,1583172173988253696,en,"@CDCgov @CDCMMWR Kiss my a$$ CDC, my kids will never get any of your garbage “vaccines”! 🖕🏿",period_3,critical
2220,1359981552361496580,Sat Feb 15 15:21:33 +0000 2025,1890783514628382996,en,"@CDCgov You mean people are still falling for this farce of wearing a mask? Are you kidding? Take the stupid mask off and breathe clean, fresh air! Now, that’s healthy!",period_2,critical
1449,1598048746411069442,Wed Nov 30 22:32:47 +0000 2022,1598082644096712704,en,"@CDCgov infection rate in central Texas jumped in one week from around 5% to 9%+, masks required at some locations.  Congratulations to our FDA and CDC, for screwing this so badly by forcing mRNA vaccines that don't stop transmission of disease.  Shame on you!",period_3,critical
4128,1310990987058188289,Wed Sep 30 22:24:22 +0000 2020,1311431724170194944,en,@CDCgov @HHSGov @CDCMMWR No they didn’t. College students are more likely to be killed by a dog that die of the sniffles. https://t.co/rCIpqrBw1E,period_1,critical
3741,1341137221068468224,Tue Dec 22 02:10:34 +0000 2020,1341204451919503361,en,"@CDCgov If you close everything down again, we riot!",period_1,critical
31,1482128870287544324,Sat Jan 15 06:38:22 +0000 2022,1482240727233048576,en,@CDCgov Stop it with the lies!,period_3,critical
461,1498387536032399361,Sun Jun 18 22:28:55 +0000 2023,1670559241739042816,en,@CDCgov You are murders and you know it. Evil!,period_3,critical
3494,1298728989796827137,Thu Aug 27 16:04:19 +0000 2020,1299014894050635781,en,@CDCgov Unbelievable! All of A sudden I am seeing less masks!! Young people more than ever running around now thinking this is over!! Because of your Insane loyalty to 🍊💩🤪🤡! DEATHS ARE ON YOU ALL NOW TOO🤬🤬,period_1,critical
3268,1336785273548632064,Wed Dec 09 22:02:58 +0000 2020,1336793486297870340,en,@CDCgov You continue to erode your credibility,period_1,critical
747,1606367310792499201,Sat Dec 24 01:11:41 +0000 2022,1606457552484564992,en,@CDCgov You have zero credibility remaining. https://t.co/sCJ84SiDFp,period_3,critical
2118,1359981552361496580,Sat Feb 13 07:22:40 +0000 2021,1360489553480593414,en,"@CDCgov Wear a NASA jumpsuit. Be safe!
How simple is that. https://t.co/nSizRhn4yV",period_2,neutral
610,1486021122089005058,Tue Jan 25 23:48:50 +0000 2022,1486123930033164288,en,"@CDCgov The vaccine is not the cure to Covid, and mandates won’t work.

KELLY ERNBY, BEFORE HER UNVACCINATED DEATH FROM COVID",period_3,supportive
3164,1296191629968187395,Wed Aug 26 20:30:49 +0000 2020,1298719570232893445,en,"@CDCgov Tell the truth you do not want Americans tested so the numbers goes up before this election! 
The CDC can be bought or bullied into allowing Americans to die.
A Symptomatic people can in fact hundreds of elderly. If you infect children they can spread it even more. SHAME ON YOU!",period_1,critical
401,1498387536032399361,Thu Jun 15 20:22:34 +0000 2023,1669440282797154305,en,"@CDCgov The CDC no longer has credibility.  Every woman that lost a child after being poisoned by your ""safe"" jab should be able to sue the CDC and the FDA.",period_3,critical
162,1481333160218669056,Thu Jan 13 03:45:14 +0000 2022,1481472379675197445,en,@CDCgov @HHSGov So what the results on long term effects? How can you determine if this is safe long term?,period_3,neutral
3909,1250128185229893633,Sat Apr 18 19:54:00 +0000 2020,1251599885234659328,en,"@CDCgov @FLOTUS In lust, gaze remains focused upon body &amp; is removed from consciousness. Sorrow, delusion &amp; fear all exist within this body- consciousness where you are helpless to take each breath. When GOD- conscious, every breath filled with bliss &amp; one enters the land of Love❤️ 🇮🇳#brightwin https://t.co/nVHEfxh2l9",period_1,neutral
2520,1454537846845476871,Sun Oct 31 16:00:51 +0000 2021,1454840802685988864,en,"@CDCgov I know a lot of high schoolers getting covid lately. They wear the masks at school, but all hang together at Fri night football games &amp; by Tuesday more R out with covid. Luckily mild cases, but still a lot. So far my vaccinated son hasn't gotten it, but he's right there with them",period_2,supportive
1806,1492528962932781060,Sat Feb 12 20:30:51 +0000 2022,1492597088181530624,en,@CDCgov We see severe cases in the patients who didn’t got their vaccinations and booster. Also in elderly vulnerable populations.,period_3,neutral
1904,1491849512893267971,Fri Feb 11 07:36:14 +0000 2022,1492039762072453121,en,@CDCgov Said this way back when... https://t.co/98iQFg5wY1,period_3,neutral
3044,1245463960712810502,Tue Apr 07 06:00:31 +0000 2020,1247403865345048577,en,"@CDCgov We need safety supplies to remain safe. Such as gloves, masks, lysol or other, clorox, overall disinfecting products. Its been over 1 month! empty shelves! How are people suppose to prevent this virus? This happening in the US is mind blowing! @US_FDA  @FCC @realDonaldTrump",period_1,neutral
3382,1242915042049351682,Sat Mar 28 14:49:35 +0000 2020,1243913127584030722,en,@CDCgov *THE CURE*FOR COVID-19:squeeze the juice out of 6-large lemons into a glass and drink it fast/do this 3-times a day/the pure ascorbic acid directly from the lemon WILL KILL the covid-19 virus in the human body&lt;in my opinion&gt;Benjamin Urbina.,period_1,neutral
17,1482128870287544324,Sat Jan 15 00:51:35 +0000 2022,1482153455854637058,en,@CDCgov You have no substantial data so just don’t say this and expect people to listen because you don’t back it up and you are wrong!,period_3,critical
4132,1310990987058188289,Tue Sep 29 17:40:46 +0000 2020,1310997965478260736,en,"@CDCgov @CDCMMWR Honestly, you aren't fooling anyone with this mask nonsense. I don't recall you people saying a damned thing whenever Communist Politicians et al get caught not wearing one. It's like you're all part of the problem.",period_1,critical
2098,1475587321277956096,Mon Dec 27 22:38:19 +0000 2021,1475596938108149760,en,"@CDCgov Get back to work you filthy animals 
~The CDC",period_2,critical
2224,1423346832730738691,Thu Aug 05 18:17:43 +0000 2021,1423347499918581762,en,@CDCgov sooo you are admitting the vaxx dont work?,period_2,critical
1469,1598048746411069442,Wed Nov 30 21:50:57 +0000 2022,1598072114904731649,en,@CDCgov Ah.  So this is what happens when Twitter rescinds it’s Covid misinformation policy. FFS,period_3,neutral
2005,1469711581353230338,Sun Dec 12 02:37:55 +0000 2021,1469859027937112070,en,@CDCgov Operation Lockstep.,period_2,neutral
385,1498387536032399361,Mon Feb 28 20:16:30 +0000 2022,1498391682420719620,en,"@CDCgov Cool, and even though they are high risk and have to regularly go to healthcare facilities, masks aren't necessary, right?",period_3,critical
1939,1495477114799366145,Mon Feb 21 22:35:40 +0000 2022,1495889991150538757,en,@CDCgov Is it an honest video to let folks know their crap doesn't work?   No they keep pushing it knowing it doesn't work and allowing my father to die!,period_3,critical
1783,1582106696926666752,Tue Oct 18 19:31:10 +0000 2022,1582454256585801728,en,@CDCgov Go to h***!!!!,period_3,critical
414,1498387536032399361,Fri Jun 16 01:47:39 +0000 2023,1669522091064926209,en,@CDCgov Why is even CDC still existing???,period_3,critical
2928,1238841061277040640,Sun Mar 15 09:26:06 +0000 2020,1239120679884206080,en,"@CDCgov @CDCemergency When will the vaccine protocol to prevent the unnecessary deaths of Hepatitis-B become a must?
Nobody needs to die from cirrosis or liver cancer nowadays. There is vaccine against Hepatitis-B! Please do something. https://t.co/dKdr5N9rJd",period_1,neutral
792,1606367310792499201,Fri Dec 23 19:26:01 +0000 2022,1606370559788449798,en,@CDCgov CDC is a terrorist organization🖕🏼,period_3,critical
2951,1245463960712810502,Thu Apr 02 01:27:05 +0000 2020,1245523113137201152,en,"@CDCgov Statistical experts: at a point we discover the rate of death and difficulty from this virus is consistent with regular flu contagion and no more dangerous than, wouldn't we drop the obsession with this virus and treat it like all others and stop destroying social structures?",period_1,neutral
1358,1493661419274919936,Thu Feb 17 05:06:57 +0000 2022,1494176518196678661,en,"@CDCgov @CDCMMWR But you want to end masks and protections for children, especially the ones who don't yet qualify for a vaccination. You make NO sense. The name CDC used to really mean something. Now it means nothing at all except the wishy-washy bs of politics.",period_3,critical
1074,1569355240100569089,Tue Sep 13 05:12:29 +0000 2022,1569554588394733568,en,"@CDCgov B.S. Cite the study so we can 'settle the science'... Real data, science, shows death spikes amoung the vaccinated at this age.",period_3,critical
3273,1336785273548632064,Thu Dec 10 01:29:21 +0000 2020,1336845425232523264,en,@CDCgov This is not true!,period_1,critical
3082,1296191629968187395,Fri Aug 21 22:46:32 +0000 2020,1296941787962060803,en,"@CDCgov Keep spreading the panic. How many of these cases resulted in death, hospitalizations or even symptoms?? How do we know these numbers are correct this time? Last time the Florida numbers said 90,000 but it was actually 11,000 🤔",period_1,critical
3389,1242915042049351682,Tue Mar 31 23:44:55 +0000 2020,1245135015219998720,en,@CDCgov Bill gates and cdc knew this was gonna happen and did nothing with  all the time money and technology and genius they have shame on you .,period_1,critical
4134,1310990987058188289,Tue Sep 29 20:09:43 +0000 2020,1311035450782605313,en,"@CDCgov @CDCMMWR Thanks to the rioters, looters, #antifa and #BLMAntifaTerroristsThugs",period_1,neutral
33,1482128870287544324,Sun Jan 16 22:17:25 +0000 2022,1482839434529853440,en,@CDCgov Rubbish.  Masks do nothing.,period_3,critical
3756,1341137221068468224,Mon Dec 21 22:38:28 +0000 2020,1341151073961185280,en,@CDCgov When are you going to authorize the use of IVERMECTIN on a national basis strategy?,period_1,neutral
2842,1414623345291714567,Mon Jul 12 19:24:30 +0000 2021,1414666999028801541,en,@CDCgov evil,period_2,critical
3008,1245463960712810502,Thu Apr 02 21:47:50 +0000 2020,1245830324858347520,en,"@CDCgov Being from Connecticut with teammates from the New York and New Jersey Areas, this is very scary to see. It also makes me wonder how bad it is going to get considering we have not hit the peak of this pandemic yet.",period_1,neutral
3113,1296191629968187395,Thu Aug 20 03:14:56 +0000 2020,1296284553661820928,en,@CDCgov https://t.co/LbaUOKSJZl explain this. you are causing pain to these people. you are killing them.,period_1,critical
3876,1250128185229893633,Wed Apr 15 04:53:40 +0000 2020,1250286142160654336,en,@CDCgov Break the chain of Covid 19,period_1,neutral
3798,1257340333031120900,Tue May 05 01:03:06 +0000 2020,1257475876637347841,en,"@CDCgov @FLOTUS Common sense for any flu or virus. If sick stay home till well again.  The rest of population...carry on with life. Be free of the hype, the pushing of fear, panic. Think for yourselves people. I appreciate you FLOTUS Melania. God bless you.",period_1,neutral
2669,1422625070837604353,Tue Aug 10 20:28:40 +0000 2021,1425192394136461315,en,"@CDCgov Maybe you guys should talk to this doctor. He seems to know more than you....

https://t.co/aCEBVaw3SO",period_2,critical
3673,1253085285161803777,Sat Apr 25 20:53:44 +0000 2020,1254151630532030466,en,"@CDCgov @realDonaldTrump Buddy, much more social &amp; community oriented culture.  Mixed neighborhood, love my neighbors.  Nice people. The latinos in my neighborhood are out in the street right now NOT social distancing.  Keep reporting stats but why isn't anyone addressing cultural issues surrounding this",period_1,neutral
970,1533906075195424774,Tue Jun 07 11:22:15 +0000 2022,1534133632746528769,en,@CDCgov Thanks for making us the laughingstock of the world. While everyone else has dropped their Covid protocols you continue on with antiquated non-scientific protocols. Namely testing to return from international travel. You're  kind of special aren't you😏,period_3,critical
859,1606367310792499201,Fri Dec 23 22:37:58 +0000 2022,1606418869492523009,en,"@CDCgov This a parody account, isn’t?",period_3,neutral
3214,1336785273548632064,Thu Dec 10 00:29:12 +0000 2020,1336830286621970432,en,@CDCgov @pbcgov 15 days to slow the spread,period_1,neutral
3331,1242915042049351682,Sat Mar 28 09:31:04 +0000 2020,1243832972358246405,en,"@CDCgov Mongolia set up a navy.
American: you don't have coastline, why do u guys need a navy?
Mongolian: u have a CDC.",period_1,critical
4083,1310990987058188289,Tue Sep 29 17:28:05 +0000 2020,1310994773071876096,en,@CDCgov @CDCMMWR Maybe if the FDA wasn’t corrupt and had not halted the only vaccine INO that protects against multiple strains of COV we wouldn’t need to worry so much,period_1,critical
2291,1423346832730738691,Fri Aug 06 09:54:31 +0000 2021,1423583256285532161,en,@CDCgov Bullshit!!,period_2,critical
1763,1582106696926666752,Tue Oct 18 20:01:36 +0000 2022,1582461917934723072,en,@CDCgov We're not giving your poison to anymore children.  Your agency should be abolished.,period_3,critical
708,1606367310792499201,Sat Dec 24 01:05:30 +0000 2022,1606455995617935360,en,@CDCgov we are no longer a serious country...,period_3,critical
4133,1310990987058188289,Tue Sep 29 17:17:13 +0000 2020,1310992037462896641,en,"@CDCgov @CDCMMWR Be brave, and let's fight COVID19 together! 🥷💪🤝😄

https://t.co/1aMsxw3pJ0 https://t.co/rjsT0Rknvl https://t.co/VrMd6UZQgL https://t.co/rKc4k27OAd",period_1,supportive
1639,1582106696926666752,Mon Oct 17 20:44:10 +0000 2022,1582110240316616706,en,@CDCgov DEFINE “PROTECTION”.,period_3,supportive
243,1583157385379528704,Thu Oct 20 23:19:23 +0000 2022,1583236465625964547,en,"@CDCgov @CDCMMWR I got 4 Novavax shots in 18 months. Zero side effects, ZERO COVID.   Why would anyone choose an unsafe useless mRNA??🤦‍♂️",period_3,neutral
3483,1298728989796827137,Wed Aug 26 21:22:51 +0000 2020,1298732666012012551,en,"@CDCgov You have been bought and silenced by the Drumpf administration, how are we to trust that what you do and say is in the interest of the American people?",period_1,critical
2043,1469711581353230338,Mon Dec 13 12:49:49 +0000 2021,1470375403214700546,en,@CDCgov #DoNotComply #covidvariant #COVID19 is a scam! https://t.co/KWyN0kngjx,period_2,critical
